477861100,1715892897,-16.273001,116.815338,118.0,0,3308.0
477861100,1715892924,-16.27158,116.814659,116.0,0,3371.0
477861100,1715892946,-16.270508,116.814278,113.0,0,3428.0
477861100,1715893006,-16.267469,116.813789,107.0,0,3579.0
477861100,1715893044,-16.265589,116.814018,103.0,0,99.0
477861100,1715893361,-16.256718,116.824158,96.0,0,565.0
477861100,1715893481,-16.252872,116.827995,95.0,0,346.0
477861100,1715894189,-16.222397,116.846451,113.0,0,306.0
477861100,1715895545,-16.159061,116.885521,117.0,0,305.0
477861100,1715895577,-16.157642,116.886391,118.0,0,302.0
477861100,1715895717,-16.150972,116.890411,118.0,0,299.0
477861100,1715896297,-16.123287,116.907249,118.0,0,309.0
477861100,1715896447,-16.116205,116.911743,118.0,0,314.0
477861100,1715896746,-16.101955,116.920555,118.0,0,304.0
477861100,1715896807,-16.099108,116.922302,118.0,0,304.0
477861100,1715897351,-16.073162,116.937698,118.0,0,296.0
477861100,1715897639,-16.059174,116.946175,119.0,0,304.0
477861100,1715898078,-16.03788,116.958786,120.0,0,293.0
477861100,1715898658,-16.009254,116.975014,119.0,0,287.0
477861100,1715899565,-15.967463,116.971558,115.0,0,3139.0
477861100,1715899685,-15.963052,116.966652,116.0,0,3131.0
477861100,1715899697,-15.962678,116.966248,116.0,0,3131.0
477861100,1715899706,-15.962275,116.965797,116.0,0,3135.0
477861100,1715899805,-15.958608,116.961723,117.0,0,3129.0
477861100,1715899865,-15.956365,116.959236,118.0,0,3137.0
477861100,1715899885,-15.955588,116.958351,118.0,0,3126.0
477861100,1715899985,-15.951833,116.954185,119.0,0,3122.0
477861100,1715900045,-15.94957,116.951637,119.0,0,3130.0
477861100,1715900057,-15.949235,116.951256,119.0,0,3124.0
477861100,1715900197,-15.943893,116.945312,120.0,0,3124.0
477861100,1715900764,-15.921655,116.921089,122.0,0,3129.0
477861100,1715900825,-15.919305,116.918541,122.0,0,3139.0
477861100,1715901206,-15.904582,116.902328,121.0,0,3144.0
477861100,1715901540,-15.891993,116.888252,120.0,0,3121.0
477861100,1715901917,-15.877687,116.872284,119.0,0,3131.0
477861100,1715902030,-15.873393,116.867729,118.0,0,3148.0
477861100,1715902111,-15.87034,116.864487,119.0,0,3135.0
477861100,1715902685,-15.847862,116.840942,118.0,0,3157.0
477861100,1715902745,-15.845532,116.838516,118.0,0,3139.0
