636021130,1718479509,-16.011152,117.482079,112.0,0,3474.0
636021130,1718480704,-15.950135,117.467255,111.0,0,3466.0
636021130,1718481186,-15.926168,117.460876,110.0,0,3450.0
636021130,1718481893,-15.89071,117.45089,111.0,0,3439.0
636021130,1718482624,-15.853973,117.440865,111.0,0,3454.0
636021130,1718482999,-15.836782,117.436371,111.0,0,3464.0
636021130,1718483027,-15.833748,117.435631,111.0,0,3461.0
636021130,1718483525,-15.80871,117.429146,111.0,0,3463.0
636021130,1718483643,-15.802655,117.427544,110.0,0,3451.0
636021130,1718483989,-15.785662,117.423058,111.0,0,3459.0
636021130,1718484073,-15.781203,117.421921,111.0,0,3462.0
636021130,1718484526,-15.758675,117.416046,110.0,0,3459.0
636021130,1718484635,-15.753145,117.414665,110.0,0,3462.0
636021130,1718485667,-15.70142,117.400887,111.0,0,3457.0
636021130,1718485785,-15.69536,117.399292,111.0,0,3452.0
636021130,1718488033,-15.580155,117.373413,114.0,0,3484.0
636021130,1718488242,-15.569207,117.371056,114.0,0,3477.0
636021130,1718488583,-15.55139,117.367058,114.0,0,3480.0
636021130,1718488804,-15.539898,117.364624,114.0,0,3483.0
636021130,1718489226,-15.51796,117.359962,115.0,0,3477.0
636021130,1718489864,-15.484232,117.352623,115.0,0,3476.0
636021130,1718490045,-15.474788,117.350624,115.0,0,3485.0
636021130,1718490402,-15.455933,117.346527,114.0,0,3483.0
636021130,1718490462,-15.452852,117.345924,114.0,0,3487.0
636021130,1718490693,-15.440913,117.34314,114.0,0,3461.0
636021130,1718490963,-15.427025,117.339561,113.0,0,3461.0
636021130,1718491043,-15.422868,117.338493,113.0,0,3458.0
636021130,1718491635,-15.39266,117.330414,113.0,0,3453.0
636021130,1718491804,-15.38393,117.328011,113.0,0,3448.0
636021130,1718492197,-15.36414,117.322601,113.0,0,3454.0
636021130,1718492743,-15.335975,117.31488,114.0,0,3450.0
636021130,1718493633,-15.290738,117.302406,112.0,0,3443.0
636021130,1718496031,-15.170748,117.269127,110.0,0,3448.0
636021130,1718496264,-15.159372,117.265984,109.0,0,3448.0
636021130,1718496805,-15.13258,117.258354,110.0,0,3442.0
636021130,1718496851,-15.130202,117.257683,110.0,0,3442.0
636021130,1718497803,-15.083152,117.24453,110.0,0,3465.0
636021130,1718498741,-15.036347,117.233215,109.0,0,3466.0
636021130,1718498764,-15.035295,117.232948,110.0,0,3468.0
636021130,1718498834,-15.031777,117.232101,109.0,0,3468.0
636021130,1718498961,-15.025367,117.230606,109.0,0,3472.0
636021130,1718499085,-15.01941,117.229187,109.0,0,3470.0
